Time Step,Throughput,Avg Passing Time,Avg Stationary Duration,Stop Count,Fairness,Stability (Speed Deviation)
0.0,0.0,15.045999999999998,0.0,0.0,0.992,
1.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
2.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
3.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
4.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
5.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
6.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
7.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
8.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
9.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
10.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
11.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
12.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
13.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
14.0,0.0,15.045999999999998,0.0,0.0,0.992,0.0
15.0,0.0,15.12,0.0,0.0,0.992,0.0
16.0,0.0,15.190000000000001,0.0,0.0,0.992,0.0
17.0,0.0,15.190000000000001,0.0,0.0,0.992,0.0
18.0,0.0,15.191999999999998,0.0,0.0,0.992,0.0
19.0,0.0,15.191999999999998,0.0,0.0,0.992,0.0
20.0,0.0,15.191999999999998,0.0,0.0,0.992,0.0
21.0,0.0,15.264,0.0,0.0,0.992,0.0
22.0,0.0,15.264,0.0,0.0,0.992,0.0
23.0,0.0,15.264,0.0,0.0,0.992,0.0
24.0,0.0,15.264,0.0,0.0,0.992,0.0
25.0,0.0,15.264,0.0,0.0,0.992,0.0
26.0,0.0,15.264,0.0,0.0,0.992,0.0
27.0,0.0,15.264,0.0,0.0,0.992,0.0
28.0,0.0,15.264,0.0,0.0,0.992,0.0
29.0,0.0,15.291999999999998,0.0,0.0,0.992,0.0
30.0,0.0,15.291999999999998,0.0,0.0,0.992,0.024
31.0,0.0,15.291999999999998,0.0,0.0,0.992,0.0522
32.0,0.0,15.291999999999998,0.0,0.0,0.992,0.0624
33.0,0.0,15.322,0.0,0.0,0.992,0.0664
34.0,0.0,15.330000000000002,0.0,0.0,0.992,0.067
35.0,0.0,15.330000000000002,0.0,0.0,0.992,0.065
36.0,0.0,15.330000000000002,0.0,0.0,0.992,0.063
37.0,0.0,15.330000000000002,0.0,0.0,0.992,0.061399999999999996
38.0,0.0,15.330000000000002,0.0,0.0,0.992,0.0598
39.0,0.0,15.318000000000001,0.0,0.0,0.992,0.058199999999999995
40.0,0.0,15.318000000000001,0.0,0.0,0.992,0.056999999999999995
41.0,0.0,15.312000000000001,0.0,0.0,0.992,0.055600000000000004
42.0,0.0,15.312000000000001,0.0,0.0,0.992,0.054400000000000004
43.0,0.0,15.312000000000001,0.0,0.0,0.992,0.0534
44.0,0.0,15.312000000000001,0.0,0.0,0.992,0.0522
45.0,0.0,15.312000000000001,0.0,0.0,0.992,0.0512
46.0,0.0,15.312000000000001,0.0,0.0,0.992,0.0504
47.0,0.0,15.312000000000001,0.0,0.0,0.992,0.0494
48.0,0.0,15.312000000000001,0.0,0.0,0.992,0.0486
49.0,0.0,15.309999999999999,0.0,0.0,0.992,0.047799999999999995
50.0,0.0,15.308000000000002,0.0,0.0,0.992,0.047
51.0,0.0,15.308000000000002,0.0,0.0,0.992,0.046200000000000005
52.0,0.0,15.308000000000002,0.0,0.0,0.992,0.0456
53.0,0.0,15.298000000000002,0.0,0.0,0.992,0.045
54.0,0.0,15.298000000000002,0.0,0.0,0.992,0.0442
55.0,0.0,15.298000000000002,0.0,0.0,0.992,0.0436
56.0,0.0,15.298000000000002,0.0,0.0,0.992,0.043
57.0,0.0,15.290000000000001,0.0,0.0,0.992,0.0426
58.0,0.0,15.290000000000001,0.0,0.0,0.992,0.041999999999999996
59.0,0.0,15.290000000000001,0.0,0.0,0.992,0.0414
60.0,0.0,15.290000000000001,0.0,0.0,0.992,0.040999999999999995
61.0,0.0,15.290000000000001,0.0,0.0,0.992,0.040400000000000005
62.0,0.0,15.290000000000001,0.0,0.0,0.992,0.04
63.0,0.0,15.290000000000001,0.0,0.0,0.992,0.0396
64.0,0.0,15.290000000000001,0.0,0.0,0.992,0.0392
65.0,0.0,15.280000000000001,0.0,0.0,0.992,0.053200000000000004
66.0,0.0,15.26,0.0,0.0,0.992,0.0698
67.0,0.0,15.26,0.0,0.0,0.992,0.0718
68.0,0.0,15.26,0.0,0.0,0.992,0.08080000000000001
69.0,0.0,15.26,0.0,0.0,0.992,0.0958
70.0,0.0,15.26,0.0,0.0,0.992,0.11499999999999999
71.0,0.0,15.26,0.0,0.0,0.992,0.1266
72.0,0.0,15.26,0.0,0.0,0.992,0.146
73.0,0.0,15.25,0.0,0.0,0.992,0.1654
74.0,0.0,15.25,0.0,0.0,0.992,0.18560000000000001
75.0,0.0,15.25,0.0,0.0,0.992,0.19560000000000002
76.0,0.0,15.25,0.0,0.0,0.992,0.2052
