Time Step,Throughput,Avg Waiting Time,Avg Stop Time,Stop Count,Fairness,Stability (Speed deviation)
170,0.0,3.01,0.09,2,0.91,2.459
171,0.0,3.01,0.09,2,0.91,2.453
172,0.0,3.01,0.09,2,0.91,2.447
173,0.0,3.01,0.09,2,0.91,2.441
174,0.0,3.01,0.09,2,0.91,2.435
175,0.0,3.01,0.09,2,0.91,2.43
176,0.0,3.01,0.09,2,0.91,2.424
177,0.0,3.01,0.09,2,0.91,2.418
178,0.0,3.01,0.09,2,0.91,2.413
179,0.0,3.01,0.09,2,0.91,2.407
180,0.0,3.01,0.09,2,0.91,2.401
181,0.0,3.01,0.09,2,0.91,2.396
182,0.0,3.01,0.09,2,0.89,2.39
183,0.0,3.01,0.09,2,0.89,2.385
184,0.0,3.01,0.09,2,0.89,2.38
185,0.0,3.01,0.09,2,0.89,2.374
186,0.0,3.01,0.09,2,0.89,2.369
187,0.0,3.01,0.09,2,0.89,2.364
188,0.0,3.01,0.09,2,0.89,2.359
189,0.0,3.01,0.09,2,0.89,2.354
190,0.0,3.01,0.09,2,0.89,2.349
191,0.0,3.01,0.09,2,0.89,2.344
192,0.0,3.01,0.09,2,0.89,2.339
193,0.0,3.01,0.09,2,0.89,2.334
194,0.0,3.01,0.09,2,0.89,2.329
195,0.0,3.01,0.09,2,0.89,2.324
196,0.0,3.01,0.09,2,0.89,2.319
197,0.0,3.01,0.09,2,0.89,2.314
198,0.0,3.01,0.09,2,0.89,2.309
199,0.0,3.01,0.09,2,0.89,2.305
200,0.0,3.01,0.09,2,0.89,2.3
201,0.0,3.01,0.09,2,0.89,2.295
202,0.0,3.01,0.09,2,0.89,2.291
203,0.0,3.01,0.09,2,0.89,2.286
204,0.0,3.01,0.09,2,0.89,2.282
205,0.0,3.01,0.09,2,0.89,2.277
206,0.0,3.01,0.09,2,0.89,2.273
207,0.0,3.01,0.09,2,0.89,2.268
208,0.0,3.01,0.09,2,0.89,2.264
209,0.0,3.01,0.09,2,0.89,2.259
210,0.0,3.01,0.09,2,0.89,2.255
211,0.0,3.01,0.09,2,0.89,2.251
212,0.0,3.01,0.09,2,0.89,2.247
213,0.0,3.01,0.09,2,0.89,2.242
214,0.0,3.01,0.09,2,0.89,2.238
215,0.0,3.01,0.09,2,0.89,2.234
216,0.0,3.01,0.09,2,0.89,2.23
217,0.0,3.01,0.09,2,0.89,2.226
218,0.0,3.01,0.09,2,0.89,2.222
219,0.0,3.01,0.09,2,0.89,2.217
220,0.0,3.01,0.09,2,0.89,2.212
221,0.0,3.01,0.09,2,0.89,2.207
222,0.0,3.01,0.09,2,0.89,2.202
223,0.0,3.01,0.09,2,0.89,2.197
224,0.0,3.01,0.09,2,0.89,2.192
225,0.0,3.01,0.09,2,0.89,2.187
226,0.0,3.01,0.09,2,0.89,2.182
227,0.0,3.01,0.09,2,0.9,2.177
228,0.0,3.01,0.09,2,0.9,2.172
229,0.0,3.01,0.09,2,0.9,2.168
230,0.0,3.01,0.09,2,0.9,2.163
231,0.0,3.01,0.09,2,0.9,2.158
232,0.0,3.01,0.09,2,0.9,2.154
233,0.0,3.01,0.09,2,0.9,2.149
234,0.0,3.01,0.09,2,0.9,2.144
235,0.0,3.01,0.09,2,0.9,2.14
236,0.0,3.01,0.09,2,0.9,2.135
237,0.0,3.01,0.09,2,0.9,2.131
238,0.0,3.01,0.09,2,0.9,2.126
239,0.0,3.01,0.09,2,0.9,2.122
240,0.0,3.01,0.09,2,0.9,2.117
241,0.0,3.01,0.09,2,0.9,2.113
242,0.0,3.01,0.09,2,0.9,2.109
243,0.0,3.01,0.09,2,0.9,2.104
244,0.0,3.01,0.09,2,0.9,2.1
245,0.0,3.0,0.09,2,0.9,2.096
246,0.0,3.0,0.09,2,0.9,2.091
247,0.0,3.0,0.09,2,0.9,2.087
248,0.0,3.0,0.09,2,0.9,2.083
249,0.0,3.0,0.09,2,0.9,2.079
250,0.0,3.0,0.09,2,0.9,2.075
251,0.0,3.0,0.09,2,0.9,2.07
252,0.0,3.0,0.09,2,0.9,2.066
253,0.0,3.0,0.09,2,0.9,2.062
254,0.0,3.0,0.09,2,0.9,2.058
255,0.0,3.0,0.09,2,0.9,2.054
256,0.0,3.0,0.09,2,0.9,2.05
257,0.0,3.0,0.09,2,0.9,2.046
258,0.0,3.0,0.09,2,0.9,2.042
259,0.0,3.0,0.09,2,0.9,2.038
260,0.0,3.0,0.09,2,0.9,2.034
261,0.0,3.0,0.09,2,0.9,2.03
262,0.0,3.0,0.09,2,0.9,2.027
263,0.0,3.0,0.09,2,0.9,2.023
264,0.0,3.0,0.09,2,0.9,2.019
265,0.0,3.0,0.09,2,0.9,2.015
266,0.0,3.0,0.09,2,0.9,2.011
267,0.0,3.0,0.09,2,0.9,2.007
268,0.0,3.0,0.09,2,0.9,2.004
269,0.0,3.0,0.09,2,0.9,2.0
270,0.0,3.0,0.09,2,0.9,1.996
271,0.0,3.0,0.09,2,0.9,1.993
272,0.0,3.0,0.09,2,0.9,1.989
273,0.0,3.0,0.09,2,0.9,1.985
274,0.0,3.0,0.09,2,0.9,1.982
275,0.0,3.0,0.09,2,0.9,1.978
276,0.0,3.0,0.09,2,0.9,1.974
277,0.0,3.0,0.09,2,0.9,1.971
278,0.0,3.0,0.09,2,0.9,1.967
279,0.0,3.0,0.09,2,0.9,1.964
280,0.0,3.0,0.09,2,0.9,1.96
281,0.0,3.0,0.09,2,0.9,1.957
282,0.0,3.0,0.09,2,0.9,1.953
283,0.0,3.0,0.09,2,0.9,1.95
284,0.0,3.0,0.09,2,0.9,1.946
285,0.0,3.0,0.09,2,0.9,1.943
286,0.0,3.0,0.09,2,0.9,1.94
287,0.0,3.0,0.09,2,0.9,1.936
288,0.0,3.0,0.09,2,0.9,1.933
289,0.0,3.0,0.09,2,0.9,1.93
290,0.0,3.0,0.09,2,0.9,1.926
291,0.0,3.0,0.09,2,0.9,1.923
292,0.0,3.0,0.09,2,0.9,1.92
293,0.0,3.0,0.09,2,0.9,1.916
294,0.0,3.0,0.09,2,0.9,1.913
295,0.0,3.0,0.09,2,0.9,1.91
296,0.0,3.0,0.09,2,0.9,1.907
297,0.0,3.0,0.09,2,0.9,1.903
298,0.0,3.0,0.09,2,0.9,1.9
299,0.0,3.0,0.09,2,0.9,1.897
300,0.0,3.0,0.09,2,0.9,1.894
301,0.0,3.0,0.09,2,0.9,1.891
302,0.0,3.0,0.09,2,0.9,1.888
303,0.0,3.0,0.09,2,0.9,1.884
304,0.0,3.0,0.09,2,0.9,1.881
305,0.0,3.0,0.09,2,0.9,1.878
306,0.0,3.0,0.09,2,0.9,1.875
307,0.0,3.0,0.09,2,0.9,1.872
308,0.0,3.0,0.09,2,0.9,1.869
309,0.0,3.0,0.09,2,0.9,1.866
310,0.0,3.0,0.09,2,0.9,1.863
311,0.0,3.0,0.09,2,0.9,1.86
312,0.0,3.0,0.09,2,0.9,1.857
313,0.0,3.0,0.09,2,0.9,1.854
314,0.0,3.0,0.09,2,0.9,1.851
315,0.0,3.0,0.09,2,0.9,1.848
316,0.0,3.0,0.09,2,0.9,1.845
317,0.0,3.0,0.09,2,0.9,1.842
318,0.0,3.0,0.09,2,0.9,1.839
319,0.0,3.0,0.09,2,0.9,1.837
320,0.0,3.0,0.09,2,0.9,1.834
321,0.0,3.0,0.09,2,0.91,1.831
322,0.0,3.0,0.09,2,0.91,1.828
323,0.0,3.0,0.09,2,0.91,1.825
324,0.0,3.0,0.09,2,0.91,1.822
325,0.0,3.0,0.09,2,0.91,1.82
326,0.0,3.0,0.09,2,0.91,1.817
327,0.0,3.0,0.09,2,0.91,1.814
328,0.0,3.0,0.09,2,0.91,1.811
329,0.0,3.0,0.09,2,0.91,1.808
330,0.0,3.0,0.09,2,0.91,1.806
331,0.0,3.0,0.09,2,0.91,1.803
332,0.0,3.0,0.09,2,0.91,1.8
333,0.0,3.0,0.09,2,0.91,1.798
334,0.0,3.0,0.09,2,0.91,1.795
335,0.0,3.0,0.09,2,0.91,1.792
336,0.0,3.0,0.09,2,0.91,1.79
337,0.0,3.0,0.09,2,0.91,1.787
338,0.0,3.0,0.09,2,0.91,1.784
339,0.0,3.0,0.09,2,0.91,1.782
340,0.0,3.0,0.09,2,0.91,1.779
341,0.0,3.0,0.09,2,0.91,1.776
342,0.0,3.0,0.09,2,0.91,1.774
343,0.0,3.0,0.09,2,0.91,1.771
344,0.0,3.0,0.09,2,0.91,1.769
345,0.0,3.0,0.09,2,0.91,1.766
346,0.0,3.0,0.09,2,0.91,1.763
347,0.0,3.0,0.09,2,0.91,1.761
348,0.0,3.0,0.09,2,0.91,1.758
349,0.0,3.0,0.08,2,0.91,1.756
350,0.0,3.0,0.08,2,0.91,1.753
351,0.0,3.0,0.08,2,0.91,1.751
352,0.0,3.0,0.08,2,0.91,1.748
353,0.0,3.0,0.08,2,0.91,1.746
354,0.0,3.0,0.08,2,0.8,1.743
355,0.0,3.0,0.08,2,0.8,1.741
356,0.0,3.0,0.08,2,0.8,1.739
357,0.0,3.0,0.08,2,0.8,1.736
358,0.0,3.0,0.08,2,0.8,1.734
359,0.0,3.0,0.08,2,0.8,1.731
360,0.0,3.0,0.08,2,0.8,1.729
361,0.0,3.0,0.08,2,0.8,1.726
362,0.0,3.0,0.08,2,0.8,1.724
363,0.0,3.0,0.08,2,0.8,1.722
364,0.0,3.0,0.08,2,0.8,1.719
365,0.0,3.0,0.08,2,0.8,1.717
366,0.0,3.0,0.08,2,0.8,1.715
367,0.0,3.0,0.08,2,0.8,1.712
368,0.0,3.0,0.08,2,0.8,1.71
369,0.0,3.0,0.08,2,0.8,1.708
370,0.0,3.0,0.08,2,0.8,1.705
371,0.0,3.0,0.08,2,0.8,1.703
372,0.0,3.0,0.08,2,0.8,1.701
373,0.0,3.0,0.08,2,0.8,1.776
374,0.0,3.0,0.08,2,0.8,1.773
375,0.0,3.0,0.08,2,0.8,1.771
376,0.0,3.0,0.08,2,0.8,1.769
377,0.0,3.0,0.08,2,0.8,1.766
378,0.0,3.0,0.08,2,0.8,1.764
379,0.0,3.0,0.08,2,0.8,1.762
380,0.0,3.0,0.08,2,0.8,1.759
381,0.0,3.0,0.08,2,0.8,1.83
382,0.0,3.0,0.08,2,0.8,1.828
383,0.0,3.0,0.08,2,0.8,1.825
384,0.0,3.0,0.08,2,0.8,1.823
385,0.0,3.0,0.08,2,0.8,1.821
386,0.0,3.0,0.08,2,0.8,1.818
387,0.0,3.0,0.08,2,0.8,1.816
388,0.0,3.0,0.08,2,0.8,1.813
389,0.0,3.0,0.08,2,0.8,1.881
390,0.0,3.0,0.08,2,0.8,1.878
391,0.0,3.0,0.08,2,0.8,1.876
392,0.0,3.0,0.08,2,0.8,1.874
393,0.0,3.0,0.08,2,0.8,1.871
394,0.0,3.0,0.08,2,0.8,1.869
395,0.0,3.0,0.08,2,0.8,1.866
396,0.0,3.0,0.08,2,0.8,1.864
397,0.0,3.0,0.08,2,0.8,1.928
398,0.0,3.0,0.08,2,0.8,1.926
399,0.0,3.0,0.08,2,0.8,1.923
400,0.0,3.0,0.08,2,0.8,1.921
401,0.0,3.0,0.08,2,0.8,1.919
402,0.0,3.0,0.08,2,0.8,1.916
403,0.0,3.0,0.08,2,0.8,1.914
404,0.0,3.0,0.08,2,0.8,1.911
405,0.0,3.0,0.08,3,0.8,1.909
406,0.0,3.0,0.08,3,0.8,1.907
407,0.0,3.0,0.08,3,0.8,1.904
408,0.0,3.0,0.08,3,0.8,1.902
409,0.0,3.0,0.08,3,0.8,1.9
410,0.0,3.0,0.08,3,0.8,1.897
411,0.0,3.0,0.08,3,0.8,1.895
412,0.0,3.0,0.08,3,0.8,1.893
413,0.0,3.04,0.08,3,0.8,1.89
414,0.0,3.04,0.08,3,0.8,1.888
415,0.0,3.04,0.08,3,0.8,1.886
416,0.0,3.04,0.08,3,0.8,1.884
417,0.0,3.04,0.08,3,0.8,1.881
418,0.0,3.04,0.08,3,0.8,1.879
419,0.0,3.04,0.08,3,0.8,1.877
420,0.0,3.04,0.08,3,0.8,1.875
421,0.0,3.04,0.08,3,0.8,1.872
422,0.0,3.04,0.08,3,0.8,1.87
423,0.0,3.04,0.08,3,0.8,1.868
424,0.0,3.04,0.08,3,0.8,1.866
425,0.0,3.04,0.08,3,0.8,1.864
426,0.0,3.04,0.08,3,0.8,1.861
427,0.0,3.04,0.08,3,0.8,1.859
428,0.0,3.04,0.08,3,0.8,1.857
429,0.0,3.04,0.08,3,0.8,1.855
430,0.0,3.04,0.08,3,0.8,1.853
431,0.0,3.04,0.08,3,0.8,1.851
432,0.0,3.04,0.08,3,0.8,1.848
433,0.0,3.04,0.08,3,0.8,1.846
434,0.0,3.04,0.08,3,0.8,1.844
435,0.0,3.04,0.08,3,0.8,1.842
436,0.0,3.04,0.08,3,0.8,1.84
437,0.0,3.04,0.08,3,0.8,1.838
438,0.0,3.04,0.08,3,0.8,1.836
439,0.0,3.04,0.08,3,0.8,1.834
440,0.0,3.04,0.08,3,0.8,1.832
441,0.0,3.04,0.08,3,0.8,1.829
442,0.0,3.04,0.08,3,0.8,1.827
443,0.0,3.04,0.08,3,0.8,1.825
444,0.0,3.04,0.08,3,0.8,1.823
445,0.0,3.04,0.08,3,0.8,1.821
446,0.0,3.04,0.08,3,0.8,1.819
447,0.0,3.04,0.08,3,0.8,1.817
448,0.0,3.04,0.08,3,0.8,1.815
449,0.0,3.04,0.08,3,0.8,1.813
450,0.0,3.04,0.08,3,0.8,1.811
451,0.0,3.04,0.08,3,0.8,1.809
452,0.0,3.04,0.08,3,0.8,1.807
453,0.0,3.04,0.08,3,0.8,1.805
454,0.0,3.04,0.08,3,0.8,1.863
455,0.0,3.04,0.08,3,0.8,1.861
456,0.0,3.04,0.08,3,0.8,1.859
457,0.0,3.04,0.08,3,0.8,1.857
458,0.0,3.04,0.08,3,0.8,1.855
459,0.0,3.04,0.08,3,0.8,1.853
460,0.0,3.04,0.08,3,0.8,1.851
461,0.0,3.04,0.08,3,0.8,1.849
462,0.0,3.04,0.08,3,0.8,1.847
463,0.0,3.04,0.08,3,0.8,1.903
464,0.0,3.04,0.08,3,0.8,1.901
465,0.0,3.04,0.08,3,0.8,1.898
466,0.0,3.04,0.08,3,0.8,1.896
467,0.0,3.04,0.08,3,0.8,1.894
468,0.0,3.04,0.08,3,0.8,1.892
469,0.0,3.04,0.08,3,0.8,1.89
470,0.0,3.04,0.08,3,0.8,1.888
471,0.0,3.04,0.08,3,0.8,1.886
472,0.0,3.04,0.08,3,0.8,1.94
473,0.0,3.04,0.08,3,0.8,1.938
474,0.0,3.04,0.08,3,0.8,1.936
475,0.0,3.04,0.08,3,0.8,1.934
476,0.0,3.04,0.08,3,0.8,1.932
477,0.0,3.04,0.08,3,0.8,1.93
478,0.0,3.04,0.08,3,0.8,1.928
479,0.0,3.04,0.08,3,0.8,1.926
480,0.0,3.04,0.08,3,0.8,1.924
481,0.0,3.04,0.08,4,0.8,1.922
482,0.0,3.04,0.08,4,0.8,1.92
483,0.0,3.04,0.08,4,0.8,1.918
484,0.0,3.04,0.08,4,0.8,1.916
485,0.0,3.04,0.08,4,0.8,1.914
486,0.0,3.04,0.08,4,0.8,1.912
487,0.0,3.04,0.08,4,0.8,1.91
488,0.0,3.04,0.08,4,0.8,1.908
489,0.0,3.04,0.08,4,0.8,1.906
490,0.0,3.04,0.08,4,0.8,1.904
491,0.0,3.04,0.08,4,0.8,1.902
492,0.0,3.04,0.08,4,0.8,1.9
493,0.0,3.04,0.08,4,0.8,1.898
494,0.0,3.04,0.08,4,0.8,1.896
495,0.0,3.04,0.08,4,0.8,1.894
496,0.0,3.04,0.08,4,0.8,1.892
497,0.0,3.04,0.08,4,0.8,1.89
498,0.0,3.04,0.08,4,0.8,1.888
499,0.0,3.04,0.08,4,0.8,1.887
500,0.0,3.04,0.08,4,0.8,1.885
501,0.0,3.04,0.08,4,0.8,1.883
502,0.0,3.04,0.08,4,0.8,1.881
503,0.0,3.04,0.08,4,0.8,1.879
504,0.0,3.04,0.08,4,0.8,1.877
505,0.0,3.04,0.08,4,0.8,1.875
506,0.0,3.04,0.08,4,0.8,1.873
507,0.0,3.04,0.08,4,0.8,1.872
508,0.0,3.04,0.08,4,0.8,1.87
509,0.0,3.04,0.08,4,0.8,1.868
510,0.0,3.04,0.08,4,0.8,1.866
511,0.0,3.04,0.08,4,0.8,1.864
512,0.0,3.04,0.08,4,0.8,1.862
513,0.0,3.04,0.08,4,0.8,1.861
514,0.0,3.04,0.08,4,0.74,1.859
515,0.0,3.04,0.08,4,0.74,1.857
516,0.0,3.04,0.08,4,0.74,1.855
517,0.0,3.04,0.08,4,0.74,1.853
518,0.0,3.04,0.08,4,0.74,1.852
519,0.0,3.04,0.08,4,0.74,1.85
520,0.0,3.04,0.08,4,0.74,1.848
521,0.0,3.04,0.08,4,0.74,1.846
522,0.0,3.04,0.08,4,0.74,1.845
523,0.0,3.04,0.08,4,0.74,1.843
524,0.0,3.04,0.08,4,0.74,1.841
525,0.0,3.04,0.08,4,0.74,1.839
526,0.0,3.04,0.08,4,0.74,1.838
527,0.0,3.04,0.08,4,0.74,1.836
528,0.0,3.04,0.08,4,0.74,1.834
529,0.0,3.04,0.08,4,0.74,1.832
530,0.0,3.04,0.08,4,0.74,1.831
531,0.0,3.04,0.08,4,0.74,1.829
532,0.0,3.04,0.08,4,0.74,1.827
533,0.0,3.04,0.08,4,0.74,1.825
534,0.0,3.04,0.08,4,0.74,1.824
535,0.0,3.04,0.08,4,0.74,1.822
536,0.0,3.04,0.08,4,0.74,1.82
537,0.0,3.04,0.08,4,0.74,1.819
538,0.0,3.04,0.08,4,0.74,1.817
539,0.0,3.04,0.08,4,0.74,1.815
540,0.0,3.04,0.08,4,0.74,1.814
541,0.0,3.04,0.08,4,0.74,1.812
542,0.0,3.04,0.08,4,0.74,1.81
543,0.0,3.04,0.08,4,0.74,1.809
544,0.0,3.04,0.08,4,0.74,1.807
545,0.0,3.04,0.08,4,0.74,1.805
546,0.0,3.04,0.08,4,0.74,1.804
547,0.0,3.04,0.08,4,0.74,1.802
548,0.0,3.04,0.08,4,0.74,1.8
549,0.0,3.04,0.08,4,0.74,1.799
550,0.0,3.04,0.08,4,0.74,1.797
551,0.0,3.04,0.08,4,0.74,1.795
552,0.0,3.04,0.08,4,0.74,1.794
553,0.0,3.04,0.08,4,0.74,1.792
554,0.0,3.04,0.08,4,0.74,1.79
555,0.0,3.04,0.08,4,0.74,1.789
556,0.0,3.04,0.08,4,0.74,1.787
557,0.0,3.04,0.08,4,0.74,1.786
558,0.0,3.04,0.08,4,0.74,1.784
559,0.0,3.04,0.08,4,0.74,1.782
560,0.0,3.04,0.08,4,0.74,1.781
561,0.0,3.04,0.08,4,0.74,1.779
562,0.0,3.04,0.08,4,0.74,1.778
563,0.0,3.04,0.08,4,0.74,1.776
564,0.0,3.04,0.08,4,0.74,1.775
565,0.0,3.04,0.08,4,0.74,1.773
566,0.0,3.04,0.08,4,0.74,1.771
567,0.0,3.04,0.08,4,0.74,1.77
568,0.0,3.04,0.08,4,0.74,1.768
569,0.0,3.04,0.08,4,0.74,1.767
570,0.0,3.04,0.08,4,0.74,1.765
571,0.0,3.04,0.08,4,0.74,1.764
572,0.0,3.04,0.08,4,0.74,1.762
573,0.0,3.04,0.08,4,0.74,1.761
574,0.0,3.04,0.08,4,0.74,1.759
575,0.0,3.04,0.08,4,0.74,1.757
576,0.0,3.04,0.08,4,0.74,1.756
577,0.0,3.04,0.08,4,0.74,1.754
578,0.0,3.04,0.08,4,0.74,1.753
