Time Step,Throughput,Avg Passing Time,Avg Stationary Duration,Stop Count,Fairness,Stability (Speed Deviation)
0,0.0,15.03,0,0,0.99,nan
1,0.0,15.03,0,0,0.99,0.0
2,0.0,15.03,0,0,0.99,0.0
3,0.0,15.03,0,0,0.99,0.0
4,0.0,15.03,0,0,0.99,0.0
5,0.0,15.03,0,0,0.99,0.0
6,0.0,15.03,0,0,0.99,0.0
7,0.0,15.03,0,0,0.99,0.0
8,0.0,15.03,0,0,0.99,0.0
9,0.0,15.03,0,0,0.99,0.0
10,0.0,15.03,0,0,0.99,0.0
11,0.0,15.03,0,0,0.99,0.0
12,0.0,15.03,0,0,0.99,0.0
13,0.0,15.03,0,0,0.99,0.0
14,0.0,15.03,0,0,0.99,0.0
15,0.0,15.03,0,0,0.99,0.0
16,0.0,15.03,0,0,0.99,0.0
17,0.0,15.03,0,0,0.99,0.0
18,0.0,15.03,0,0,0.99,0.0
19,0.0,15.03,0,0,0.99,0.0
20,0.0,15.03,0,0,0.99,0.0
21,0.0,15.03,0,0,0.99,0.0
22,0.0,15.03,0,0,0.99,0.0
23,0.0,15.03,0,0,0.99,0.0
24,0.0,15.03,0,0,0.99,0.0
25,0.0,15.03,0,0,0.99,0.0
26,0.0,15.03,0,0,0.99,0.0
27,0.0,15.03,0,0,0.99,0.0
28,0.0,15.03,0,0,0.99,0.0
29,0.0,15.03,0,0,0.99,0.0
30,0.0,15.03,0,0,0.99,0.0
31,0.0,15.03,0,0,0.99,0.0
32,0.0,15.03,0,0,0.99,0.0
33,0.0,15.03,0,0,0.99,0.0
34,0.0,15.03,0,0,0.99,0.0
35,0.0,15.03,0,0,0.99,0.0
36,0.0,15.03,0,0,0.99,0.0
37,0.0,15.03,0,0,0.99,0.0
38,0.0,15.03,0,0,1.0,0.0
39,0.0,15.03,0,0,1.0,0.0
40,0.0,15.03,0,0,1.0,0.0
41,0.0,15.03,0,0,1.0,0.0
42,0.0,15.03,0,0,1.0,0.0
43,0.0,15.03,0,0,1.0,0.0
44,0.0,15.03,0,0,1.0,0.0
45,0.0,15.03,0,0,1.0,0.0
46,0.0,15.03,0,0,1.0,0.0
47,0.0,15.03,0,0,1.0,0.0
48,0.0,15.03,0,0,1.0,0.0
49,0.0,15.03,0,0,1.0,0.0
50,0.0,15.03,0,0,1.0,0.0
51,0.0,15.03,0,0,1.0,0.0
52,0.0,15.03,0,0,1.0,0.0
53,0.0,15.03,0,0,1.0,0.0
54,0.0,15.03,0,0,1.0,0.0
55,0.0,15.03,0,0,1.0,0.0
56,0.0,15.03,0,0,1.0,0.0
57,0.0,15.03,0,0,1.0,0.0
58,0.0,15.03,0,0,1.0,0.0
59,0.0,15.03,0,0,1.0,0.0
60,0.0,15.03,0,0,1.0,0.0
61,0.0,15.03,0,0,1.0,0.0
62,0.0,15.03,0,0,1.0,0.0
63,0.0,15.03,0,0,1.0,0.0
64,0.0,15.03,0,0,1.0,0.0
65,0.0,15.03,0,0,1.0,0.0
66,0.0,15.03,0,0,1.0,0.0
67,0.0,15.03,0,0,1.0,0.0
68,0.0,15.03,0,0,1.0,0.0
69,0.0,15.03,0,0,1.0,0.0
70,0.0,15.03,0,0,1.0,0.0
71,0.0,15.03,0,0,1.0,0.0
72,0.0,15.03,0,0,1.0,0.0
73,0.0,16.31,0,0,1.0,0.0
74,0.0,16.31,0,0,1.0,0.0
75,0.0,16.31,0,0,1.0,0.0
76,0.0,16.31,0,0,1.0,0.0
77,0.0,16.31,0,0,1.0,0.0
78,0.0,16.31,0,0,1.0,0.0
79,0.0,16.31,0,0,1.0,0.0
80,0.0,16.31,0,0,1.0,0.0
81,0.0,16.31,0,0,1.0,0.0
82,0.0,16.31,0,0,1.0,0.0
83,0.0,16.31,0,0,1.0,0.0
84,0.0,16.31,0,0,1.0,0.0
85,0.0,16.31,0,0,1.0,0.0
86,0.0,16.31,0,0,1.0,0.0
87,0.0,16.31,0,0,1.0,0.0
88,0.0,16.31,0,0,1.0,0.0
89,0.0,16.31,0,0,1.0,0.0
90,0.0,16.31,0,0,1.0,0.0
91,0.0,16.31,0,0,1.0,0.0
92,0.0,16.59,0,0,1.0,0.0
93,0.0,16.59,0,0,1.0,0.0
94,0.0,16.59,0,0,1.0,0.0
95,0.0,16.59,0,0,1.0,0.0
96,0.0,16.59,0,0,1.0,0.0
97,0.0,16.59,0,0,1.0,0.0
98,0.0,16.59,0,0,1.0,0.0
99,0.0,16.59,0,0,1.0,0.0
100,0.0,16.59,0,0,1.0,0.0
101,0.0,16.59,0,0,1.0,0.0
102,0.0,16.59,0,0,1.0,0.0
103,0.0,16.59,0,0,1.0,0.0
104,0.0,16.59,0,0,1.0,0.0
105,0.0,16.59,0,0,1.0,0.0
106,0.0,16.59,0,0,1.0,0.0
107,0.0,16.59,0,0,1.0,0.0
108,0.0,16.59,0,0,1.0,0.0
109,0.0,16.59,0,0,1.0,0.0
110,0.0,16.59,0,0,1.0,0.0
111,0.0,16.73,0,0,1.0,0.0
112,0.0,16.73,0,0,1.0,0.0
113,0.0,16.73,0,0,1.0,0.0
114,0.0,16.73,0,0,1.0,0.0
115,0.0,16.73,0,0,1.0,0.0
116,0.0,16.73,0,0,1.0,0.0
117,0.0,16.73,0,0,1.0,0.0
118,0.0,16.73,0,0,1.0,0.0
119,0.0,16.73,0,0,1.0,0.0
120,0.0,16.73,0,0,1.0,0.0
121,0.0,16.73,0,0,1.0,0.0
122,0.0,16.73,0,0,1.0,0.0
123,0.0,16.73,0,0,1.0,0.039
124,0.0,16.73,0,0,1.0,0.087
125,0.0,16.73,0,0,1.0,0.145
126,0.0,16.73,0,0,1.0,0.21
127,0.0,16.73,0,0,1.0,0.25
128,0.0,16.73,0,0,1.0,0.276
129,0.0,16.71,0,0,1.0,0.293
130,0.0,16.71,0,0,1.0,0.305
131,0.0,16.71,0,0,1.0,0.328
132,0.0,16.71,0,0,1.0,0.344
133,0.0,16.71,0,0,1.0,0.355
134,0.0,16.71,0,0,1.0,0.362
135,0.0,16.71,0,0,1.0,0.365
136,0.0,16.71,0,0,1.0,0.376
137,0.0,16.71,0,0,1.0,0.384
138,0.0,16.71,0,0,1.0,0.388
139,0.0,16.71,0,0,1.0,0.39
140,0.0,16.71,0,0,1.0,0.39
141,0.0,16.71,0,0,1.0,0.395
142,0.0,16.71,0,0,1.0,0.398
143,0.0,16.71,0,0,1.0,0.398
144,0.0,16.71,0,0,1.0,0.397
145,0.0,16.71,0,0,1.0,0.396
146,0.0,16.71,0,0,1.0,0.397
147,0.0,16.71,0,0,1.0,0.397
148,0.0,16.7,0,0,1.0,0.396
149,0.0,16.7,0,0,1.0,0.394
150,0.0,16.7,0,0,1.0,0.395
151,0.0,16.7,0,0,1.0,0.394
152,0.0,16.7,0,0,1.0,0.392
153,0.0,16.7,0,0,1.0,0.39
154,0.0,16.7,0,0,1.0,0.39
155,0.0,16.7,0,0,1.0,0.389
156,0.0,16.7,0,0,1.0,0.387
157,0.0,16.7,0,0,1.0,0.385
158,0.0,16.7,0,0,1.0,0.385
159,0.0,16.7,0,0,1.0,0.383
160,0.0,16.7,0,0,1.0,0.381
161,0.0,16.7,0,0,1.0,0.381
162,0.0,16.7,0,0,1.0,0.38
163,0.0,16.7,0,0,1.0,0.379
164,0.0,16.7,0,0,1.0,0.377
165,0.0,16.7,0,0,1.0,0.375
166,0.0,16.68,0,0,1.0,0.373
167,0.0,16.68,0,0,1.0,0.371
168,0.0,16.68,0,0,1.0,0.369
169,0.0,16.68,0,0,1.0,0.367
170,0.0,16.68,0,0,1.0,0.365
171,0.0,16.68,0,0,1.0,0.363
172,0.0,16.68,0,0,1.0,0.361
173,0.0,16.68,0,0,1.0,0.359
174,0.0,16.68,0,0,1.0,0.357
175,0.0,16.68,0,0,1.0,0.355
176,0.0,16.68,0,0,1.0,0.354
177,0.0,16.68,0,0,1.0,0.352
178,0.0,16.68,0,0,1.0,0.35
179,0.0,16.68,0,0,1.0,0.348
180,0.0,16.68,0,0,1.0,0.346
181,0.0,16.68,0,0,1.0,0.345
182,0.0,16.68,0,0,1.0,0.343
183,0.0,16.68,0,0,1.0,0.341
184,0.0,16.68,0,0,1.0,0.34
185,0.0,16.68,0,0,1.0,0.338
186,0.0,16.57,0,0,1.0,0.336
187,0.0,16.57,0,0,1.0,0.335
188,0.0,16.57,0,0,1.0,0.333
189,0.0,16.57,0,0,1.0,0.332
190,0.0,16.57,0,0,1.0,0.33
191,0.0,16.57,0,0,1.0,0.329
192,0.0,16.57,0,0,1.0,0.327
193,0.0,16.57,0,0,1.0,0.326
194,0.0,16.57,0,0,1.0,0.324
195,0.0,16.57,0,0,1.0,0.323
196,0.0,16.57,0,0,1.0,0.322
197,0.0,16.57,0,0,1.0,0.32
198,0.0,16.57,0,0,1.0,0.319
199,0.0,16.57,0,0,1.0,0.317
200,0.0,16.57,0,0,1.0,0.316
201,0.0,16.57,0,0,1.0,0.315
202,0.0,16.57,0,0,1.0,0.314
203,0.0,16.57,0,0,1.0,0.313
204,0.0,16.57,0,0,1.0,0.315
205,0.0,16.57,0,0,1.0,0.316
206,0.0,16.4,0,0,1.0,0.321
207,0.0,16.4,0,0,1.0,0.324
208,0.0,16.4,0,0,1.0,0.325
209,0.0,16.4,0,0,1.0,0.325
210,0.0,16.4,0,0,1.0,0.325
211,0.0,16.4,0,0,1.0,0.327
212,0.0,16.4,0,0,1.0,0.327
213,0.0,16.4,0,0,1.0,0.327
214,0.0,16.4,0,0,1.0,0.326
215,0.0,16.4,0,0,1.0,0.328
216,0.0,16.4,0,0,1.0,0.328
217,0.0,16.4,0,0,1.0,0.327
218,0.0,16.4,0,0,1.0,0.326
219,0.0,16.4,0,0,1.0,0.327
220,0.0,16.4,0,0,1.0,0.327
221,0.0,16.4,0,0,1.0,0.326
222,0.0,16.4,0,0,1.0,0.325
223,0.0,16.4,0,0,1.0,0.325
224,0.0,16.4,0,0,1.0,0.325
225,0.0,16.4,0,0,1.0,0.324
226,0.0,16.4,0,0,1.0,0.323
227,0.0,16.27,0,0,1.0,0.322
228,0.0,16.27,0,0,1.0,0.322
229,0.0,16.27,0,0,1.0,0.321
230,0.0,16.27,0,0,1.0,0.319
231,0.0,16.27,0,0,1.0,0.319
232,0.0,16.27,0,0,1.0,0.318
233,0.0,16.27,0,0,1.0,0.317
234,0.0,16.27,0,0,1.0,0.316
235,0.0,16.27,0,0,1.0,0.315
236,0.0,16.27,0,0,1.0,0.314
237,0.0,16.27,0,0,1.0,0.313
238,0.0,16.27,0,0,1.0,0.312
239,0.0,16.27,0,0,1.0,0.311
240,0.0,16.27,0,0,1.0,0.31
241,0.0,16.27,0,0,1.0,0.308
242,0.0,16.27,0,0,1.0,0.307
243,0.0,16.27,0,0,1.0,0.306
244,0.0,16.27,0,0,1.0,0.305
245,0.0,16.27,0,0,1.0,0.304
246,0.0,16.27,0,0,1.0,0.303
247,0.0,16.27,0,0,1.0,0.302
248,0.0,16.27,0,0,1.0,0.301
249,0.0,16.27,0,0,1.0,0.3
250,0.0,16.27,0,0,1.0,0.3
251,0.0,16.27,0,0,1.0,0.299
252,0.0,16.27,0,0,1.0,0.298
253,0.0,16.27,0,0,1.0,0.297
254,0.0,16.27,0,0,1.0,0.296
255,0.0,16.27,0,0,1.0,0.295
256,0.0,16.27,0,0,1.0,0.294
257,0.0,16.27,0,0,1.0,0.293
258,0.0,16.27,0,0,1.0,0.292
259,0.0,16.27,0,0,1.0,0.291
260,0.0,16.27,0,0,1.0,0.29
261,0.0,16.27,0,0,1.0,0.289
262,0.0,16.27,0,0,1.0,0.288
263,0.0,16.27,0,0,1.0,0.287
264,0.0,16.27,0,0,1.0,0.286
265,0.0,16.27,0,0,1.0,0.285
266,0.0,16.27,0,0,1.0,0.284
267,0.0,16.27,0,0,1.0,0.283
268,0.0,16.27,0,0,1.0,0.282
269,0.0,16.27,0,0,1.0,0.282
270,0.0,16.27,0,0,1.0,0.281
271,0.0,16.27,0,0,1.0,0.28
272,0.0,16.27,0,0,1.0,0.279
273,0.0,16.27,0,0,1.0,0.278
274,0.0,16.27,0,0,1.0,0.277
275,0.0,16.27,0,0,1.0,0.276
276,0.0,16.27,0,0,1.0,0.276
277,0.0,16.27,0,0,1.0,0.275
278,0.0,16.27,0,0,1.0,0.274
279,0.0,16.27,0,0,1.0,0.273
280,0.0,16.27,0,0,1.0,0.272
281,0.0,16.27,0,0,1.0,0.272
282,0.0,16.27,0,0,1.0,0.271
283,0.0,16.27,0,0,1.0,0.27
284,0.0,16.15,0,0,1.0,0.269
285,0.0,16.15,0,0,1.0,0.269
286,0.0,16.15,0,0,1.0,0.268
287,0.0,16.15,0,0,1.0,0.267
288,0.0,16.15,0,0,1.0,0.266
289,0.0,16.15,0,0,1.0,0.266
290,0.0,16.15,0,0,1.0,0.265
291,0.0,16.15,0,0,1.0,0.264
292,0.0,16.15,0,0,1.0,0.263
293,0.0,16.15,0,0,1.0,0.263
294,0.0,16.15,0,0,1.0,0.262
295,0.0,16.15,0,0,1.0,0.261
296,0.0,16.15,0,0,1.0,0.261
297,0.0,16.15,0,0,1.0,0.26
298,0.0,16.15,0,0,1.0,0.259
299,0.0,16.15,0,0,1.0,0.259
300,0.0,16.15,0,0,1.0,0.258
301,0.0,16.15,0,0,1.0,0.257
302,0.0,16.15,0,0,1.0,0.257
303,0.0,16.15,0,0,1.0,0.256
304,0.0,16.15,0,0,1.0,0.255
305,0.0,16.15,0,0,1.0,0.255
306,0.0,16.15,0,0,1.0,0.254
307,0.0,16.06,0,0,1.0,0.253
308,0.0,16.06,0,0,1.0,0.253
309,0.0,16.06,0,0,1.0,0.252
310,0.0,16.06,0,0,1.0,0.252
311,0.0,16.06,0,0,1.0,0.251
312,0.0,16.06,0,0,1.0,0.25
313,0.0,16.06,0,0,1.0,0.25
314,0.0,16.06,0,0,1.0,0.249
315,0.0,16.06,0,0,1.0,0.248
